date,Wheat,Coffe,Corn
19761117,2.6025,1.79,2.4
19761118,2.59,1.7888,2.38
19761119,2.595,1.825,2.4
19761122,2.6375,1.8563,2.4275
19761123,2.6175,1.8275,2.4475
19761124,2.636,1.8188,2.4575
19761126,2.6195,1.8499,2.4565
19761129,2.5835,1.8849,2.4435
19761130,2.6345,1.8713,2.4715
19761201,2.67,1.8926,2.4775
19761202,2.6675,1.9038,2.4675
19761203,2.695,1.9338,2.4925
19761206,2.74,1.96,2.5375
19761207,2.705,1.93,2.53
19761208,2.7425,1.96,2.5575
19761209,2.7275,1.9856,2.54
19761210,2.7275,1.995,2.53
19761213,2.7425,2.025,2.52
19761214,2.735,2.0545,2.535
19761215,2.695,2.0419,2.51
19761216,2.695,2.0719,2.5075
19761217,2.66,2.1019,2.485
19761220,2.67,2.1295,2.4925
19761221,2.68,2.1595,2.49
19761222,2.6875,2.1895,2.5075
19761223,2.7225,2.1953,2.5175
19761227,2.785,2.214,2.55
19761228,2.805,2.16,2.5625
19761229,2.7925,2.1798,2.565
19761230,2.775,2.2445,2.565
19770103,2.745,2.2856,2.55
19770104,2.7475,2.2804,2.57
19770105,2.7725,2.2268,2.5875
19770106,2.81,2.2006,2.62
19770107,2.785,2.1144,2.6125
19770110,2.82,1.9752,2.645
19770111,2.81,2.1445,2.635
19770112,2.825,2.2267,2.6425
19770113,2.7875,2.2142,2.62
19770114,2.7625,2.2377,2.61
19770117,2.7825,2.1925,2.6225
19770118,2.7775,2.1591,2.5875
19770119,2.7825,2.1232,2.6075
19770120,2.785,2.199,2.59
19770121,2.78,2.1975,2.595
19770124,2.81,2.1488,2.6075
19770125,2.79,2.1806,2.605
19770126,2.755,2.2185,2.56
19770127,2.725,2.225,2.545
19770128,2.7225,2.2018,2.53
19770131,2.7425,2.2293,2.535
19770201,2.74,2.2108,2.5275
19770202,2.7275,2.2375,2.51
19770203,2.7575,2.251,2.5275
19770204,2.7975,2.2764,2.555
19770207,2.785,2.359,2.5625
19770208,2.795,2.2969,2.5575
19770209,2.8125,2.3525,2.565
19770210,2.81,2.357,2.5675
19770211,2.7775,2.3728,2.55
19770214,2.7625,2.41,2.5425
19770215,2.805,2.4392,2.5425
19770216,2.81,2.4147,2.57
19770217,2.83,2.4645,2.585
19770218,2.8625,2.519,2.59
19770222,2.8175,2.4959,2.5675
19770223,2.8525,2.5555,2.588
19770224,2.8835,2.668,2.609
19770225,2.8615,2.6969,2.606
19770228,2.742,2.7098,2.6055
19770301,2.8225,2.7149,2.6125
19770302,2.775,2.7549,2.6
19770303,2.7825,2.7949,2.5975
19770304,2.8125,2.8349,2.6025
19770307,2.8075,2.8749,2.6075
19770308,2.84,2.9149,2.63
19770309,2.8375,2.9505,2.625
19770310,2.805,2.9105,2.61
19770311,2.805,2.9001,2.6075
19770314,2.7725,2.9401,2.585
19770315,2.7725,2.9801,2.5875
19770316,2.7975,3.0201,2.6075
19770317,2.7825,3.0601,2.5875
19770318,2.785,3.1001,2.59
19770321,2.81,3.1401,2.605
19770322,2.795,3.1801,2.5925
19770323,2.7825,3.2026,2.59
19770324,2.79,3.1426,2.585
19770325,2.8025,3.19,2.59
19770328,2.7525,3.1019,2.5625
19770329,2.7525,3.1869,2.555
19770330,2.715,3.085,2.5325
19770331,2.7275,3.0875,2.5175
19770401,2.7325,3.1344,2.5325
19770404,2.685,3.0748,2.505
19770405,2.65,3.1357,2.495
19770406,2.665,3.17,2.5075
19770407,2.6775,3.2275,2.5225
19770411,2.69,3.2697,2.5375
19770412,2.715,3.3363,2.575
19770413,2.675,3.2988,2.555
19770414,2.675,3.3563,2.5625
19770415,2.7,3.345,2.57
19770418,2.6925,3.2553,2.5825
19770419,2.6975,3.1855,2.58
19770420,2.6825,3.13,2.57
19770421,2.655,3.09,2.555
19770422,2.6225,3.1875,2.5125
19770425,2.5625,3.15,2.475
19770426,2.597,3.0629,2.4905
19770427,2.583,3.0147,2.475
19770428,2.6335,3.0798,2.498
19770429,2.6385,3.0099,2.517
19770503,2.6175,2.8999,2.505
19770504,2.575,2.955,2.46
19770505,2.5525,2.895,2.46
19770506,2.565,2.835,2.475
19770509,2.535,2.775,2.45
19770510,2.485,2.7163,2.3975
19770511,2.5075,2.7763,2.41
19770512,2.58,2.7599,2.445
19770513,2.535,2.7123,2.4225
19770516,2.5225,2.7723,2.4025
19770517,2.5125,2.8323,2.3975
19770518,2.5125,2.8923,2.42
19770519,2.5,2.9523,2.4225
19770520,2.48,3.0123,2.3975
19770523,2.495,3.0723,2.43
19770524,2.52,3.0335,2.4675
19770525,2.4875,2.88,2.4575
19770526,2.4725,2.9095,2.4525
19770527,2.455,2.845,2.45
19770531,2.4625,2.7312,2.495
19770601,2.4725,2.665,2.4925
19770602,2.4375,2.635,2.4875
19770603,2.43,2.63,2.5
19770606,2.4125,2.7783,2.4925
19770607,2.4175,2.7666,2.4875
19770608,2.42,2.76,2.435
19770609,2.395,2.7033,2.42
19770610,2.365,2.6264,2.3525
19770613,2.335,2.54,2.3275
19770614,2.36,2.503,2.3275
19770615,2.4,2.3728,2.3325
19770616,2.4075,2.2443,2.315
19770617,2.4075,2.55,2.29
19770620,2.4225,2.6829,2.315
19770621,2.3875,2.6896,2.265
19770622,2.375,2.91,2.2375
19770623,2.41,2.8113,2.245
19770624,2.4,2.73,2.2425
19770627,2.5005,2.6718,2.2845
19770628,2.535,2.5868,2.3055
19770629,2.508,2.4675,2.29
19770630,2.501,2.4614,2.2475
19770701,2.475,2.3339,2.2125
19770705,2.415,2.3939,2.2925
19770706,2.445,2.3975,2.3025
19770707,2.42,2.3375,2.2425
19770708,2.425,2.3927,2.245
19770711,2.355,2.3852,2.16
19770712,2.33,2.3295,2.1425
19770713,2.3775,2.3395,2.1625
19770715,2.3325,2.3833,2.1625
19770718,2.3175,2.3233,2.105
19770719,2.36,2.2633,2.13
19770720,2.3275,2.2033,2.0975
19770721,2.3175,2.1433,2.1025
19770722,2.325,2.0833,2.1075
19770725,2.315,2.0233,2.085
19770726,2.31,1.8919,2.0575
19770727,2.2775,1.92,2.0325
19770728,2.25,2.07,1.99
19770729,2.255,2.22,1.9425
19770801,2.28,2.0892,1.95
19770802,2.2525,2.0838,1.9475
19770803,2.2725,2.1,1.9725
19770804,2.2675,2,1.985
19770805,2.275,1.885,2.0025
19770808,2.2525,1.87,1.9575
19770809,2.245,2.0388,1.9525
19770810,2.2475,2.0511,1.96
19770811,2.2375,1.996,1.945
19770812,2.2225,2.0472,1.94
19770815,2.18,2.062,1.8825
19770816,2.2025,2.1008,1.87
19770817,2.1875,2.0426,1.8625
19770818,2.19,2.0225,1.845
19770819,2.1725,2.04,1.8325
19770822,2.1475,2.0554,1.8125
19770823,2.155,2.0313,1.8125
19770824,2.1925,2.1025,1.8375
19770825,2.1975,2.054,1.85
19770826,2.202,1.9781,1.858
19770829,2.219,1.883,1.857
19770830,2.246,1.8959,1.887
19770831,2.2795,1.836,1.8985
19770901,2.3025,1.8325,1.9275
19770902,2.32,1.8381,1.94
19770906,2.3675,1.8,1.9725
19770907,2.37,1.76,1.9775
19770908,2.3875,1.7638,1.995
19770909,2.4175,1.78,2.01
19770912,2.455,1.82,2.0325
19770913,2.4875,1.8,2.0275
19770914,2.4425,1.8396,2.0025
19770915,2.435,1.8355,1.9975
19770916,2.435,1.8327,1.995
19770919,2.46,1.8727,2.0125
19770920,2.48,1.8606,2.04
19770921,2.55,1.8206,2.0875
19770922,2.495,1.7806,2.05
19770923,2.5125,1.7206,2.055
19770926,2.53,1.645,2.04
19770927,2.515,1.675,2.0025
19770928,2.49,1.7097,2.005
19770929,2.5075,1.6568,2.0375
19770930,2.5225,1.655,2.03
19771003,2.575,1.6675,2.0575
19771004,2.5825,1.5897,2.1025
19771005,2.5625,1.5582,2.08
19771006,2.5675,1.6003,2.1225
19771007,2.53,1.6127,2.1325
19771011,2.495,1.6456,2.08
19771012,2.4575,1.627,2.075
19771013,2.4525,1.6088,2.0425
19771014,2.4825,1.565,2.055
19771017,2.495,1.6075,2.065
19771018,2.4975,1.5754,2.0725
19771019,2.4725,1.5782,2.075
19771020,2.4725,1.5,2.0475
19771021,2.4925,1.4906,2.0475
19771024,2.52,1.54,2.0925
19771025,2.5075,1.615,2.08
19771026,2.5575,1.605,2.1125
19771027,2.5775,1.66,2.095
19771028,2.585,1.76,2.1075
19771031,2.59,1.845,2.14
19771101,2.6125,1.8043,2.1825
19771102,2.6575,1.735,2.2125
19771103,2.64,1.7893,2.1825
19771104,2.6675,1.9235,2.175
19771107,2.69,1.9525,2.2025
19771109,2.6775,2.004,2.2175
19771110,2.69,2.015,2.22
19771114,2.725,1.9681,2.1975
19771115,2.79,1.95,2.2225
19771116,2.8225,2.059,2.2625
19771117,2.7725,2.1601,2.2525
19771118,2.81,2.113,2.2625
19771121,2.77,2.13,2.24
19771122,2.7275,2.0975,2.205
19771123,2.7175,2.065,2.215
19771125,2.771,2.0267,2.264
19771128,2.717,1.951,2.253
19771129,2.7515,1.8868,2.2595
19771130,2.7275,1.7956,2.273
19771201,2.78,1.7025,2.2775
19771202,2.7625,1.6978,2.2825
19771205,2.675,1.7378,2.2525
19771206,2.685,1.7778,2.2625
19771207,2.7125,1.8378,2.265
19771208,2.7125,1.8933,2.2675
19771209,2.705,1.8788,2.2575
19771212,2.6375,1.83,2.2125
19771213,2.6675,1.8642,2.24
19771214,2.6525,1.835,2.23
19771215,2.66,1.775,2.2325
19771216,2.6475,1.785,2.2325
19771219,2.6525,1.7787,2.235
19771220,2.675,1.8187,2.2575
19771221,2.695,1.8392,2.255
19771222,2.71,1.8513,2.265
19771223,2.745,1.9066,2.2625
19771227,2.8,1.9246,2.2525
19771228,2.83,1.91,2.25
19771229,2.8025,1.9431,2.2475
19771230,2.7925,1.9203,2.2375
19780103,2.75,1.9517,2.23
19780104,2.775,1.973,2.23
19780105,2.735,1.95,2.2175
19780106,2.77,1.96,2.225
19780109,2.7625,1.9718,2.2325
19780110,2.7975,2,2.2475
19780111,2.79,1.985,2.2425
19780112,2.775,1.98,2.2425
19780113,2.7675,1.9805,2.2375
19780116,2.7,2.0125,2.2225
19780117,2.7075,1.995,2.2175
19780118,2.7075,1.9501,2.2175
19780119,2.7075,1.9667,2.2275
19780123,2.755,1.9366,2.26
19780124,2.7375,1.9096,2.2525
19780125,2.735,1.945,2.265
19780126,2.6975,1.9025,2.2625
19780127,2.725,1.8868,2.28
19780130,2.7075,1.92,2.2675
19780131,2.6675,1.9,2.2625
19780201,2.675,1.9,2.2625
19780202,2.685,1.9175,2.2675
19780203,2.675,1.92,2.265
19780206,2.6825,1.9425,2.27
19780208,2.65,1.9931,2.2575
19780209,2.6625,1.9806,2.26
19780210,2.6925,1.975,2.26
19780214,2.695,1.977,2.265
19780215,2.665,1.9213,2.2625
19780216,2.65,1.935,2.2575
19780217,2.655,1.8825,2.2675
19780221,2.645,1.91,2.2675
19780222,2.6375,1.84,2.2675
19780223,2.596,1.8003,2.2725
19780224,2.5955,1.777,2.28
19780227,2.582,1.7088,2.274
19780228,2.592,1.6351,2.277
19780301,2.655,1.5986,2.295
19780302,2.6675,1.5586,2.315
19780303,2.71,1.5186,2.3325
19780306,2.725,1.4933,2.335
19780307,2.805,1.4697,2.36
19780308,2.8275,1.5097,2.375
19780309,2.8025,1.5497,2.3775
19780310,2.765,1.5683,2.36
19780313,2.8375,1.5876,2.3975
19780314,2.8375,1.625,2.425
19780315,2.8825,1.5854,2.4375
19780316,2.88,1.564,2.4575
19780317,3.01,1.536,2.53
19780320,2.955,1.5179,2.485
19780321,2.9125,1.5579,2.4675
19780322,2.95,1.5604,2.485
19780323,2.95,1.581,2.51
19780327,3.03,1.6721,2.56
19780328,3.0225,1.7288,2.5625
19780329,2.925,1.7251,2.515
19780330,3.035,1.7,2.515
19780331,3.135,1.6865,2.5625
19780403,3.1125,1.625,2.545
19780404,3.18,1.6446,2.5625
19780405,3.2175,1.66,2.59
19780406,3.1975,1.6963,2.5925
19780407,3.265,1.705,2.6325
19780410,3.3175,1.7375,2.6575
19780411,3.3075,1.7998,2.64
19780412,3.225,1.8098,2.62
19780413,3.1325,1.7905,2.5725
19780414,3.2225,1.78,2.5925
19780417,3.2625,1.765,2.6025
19780418,3.245,1.7633,2.6
19780419,3.2225,1.7778,2.5825
19780420,3.1775,1.7784,2.565
19780421,3.15,1.7425,2.545
19780424,2.965,1.7225,2.455
19780425,3.0535,1.6808,2.5015
19780426,3.015,1.6497,2.459
19780427,3.0565,1.6223,2.469
19780428,3.114,1.5825,2.4755
19780501,3.045,1.5638,2.45
19780502,2.985,1.5583,2.4475
19780503,2.9775,1.545,2.45
19780504,3.0025,1.5471,2.49
19780505,3.0325,1.5371,2.5175
19780508,3.0025,1.5292,2.4875
19780509,3.025,1.545,2.51
19780510,3.0375,1.5789,2.51
19780511,3.08,1.5893,2.5425
19780512,3.1225,1.5875,2.535
19780515,3.21,1.6088,2.57
19780516,3.21,1.6355,2.5625
19780517,3.22,1.62,2.5625
19780518,3.2225,1.63,2.5775
19780519,3.2175,1.63,2.57
19780522,3.2325,1.6185,2.57
19780523,3.335,1.6324,2.63
19780524,3.295,1.6675,2.62
19780525,3.3325,1.66,2.67
19780526,3.3275,1.685,2.6675
19780530,3.3925,1.687,2.7
19780531,3.32,1.71,2.695
19780601,3.2625,1.7475,2.655
19780602,3.235,1.8201,2.61
19780605,3.295,1.8575,2.64
19780606,3.29,1.7259,2.6275
19780607,3.2475,1.7398,2.5875
19780608,3.245,1.735,2.5775
19780609,3.175,1.71,2.56
19780612,3.105,1.655,2.5775
19780613,3.1025,1.6613,2.575
19780614,3.095,1.6691,2.555
19780615,3.1275,1.6985,2.54
19780616,3.2125,1.6515,2.535
19780619,3.2425,1.583,2.5725
19780620,3.225,1.6252,2.5875
19780621,3.195,1.626,2.5725
19780622,3.225,1.6375,2.595
19780623,3.2125,1.609,2.5775
19780626,3.21,1.6225,2.5625
19780627,3.1615,1.5903,2.54
19780628,3.1195,1.5672,2.4795
19780629,3.122,1.54,2.477
19780630,3.1675,1.4862,2.508
19780703,3.205,1.4218,2.475
19780705,3.335,1.3823,2.505
19780706,3.295,1.3423,2.505
19780707,3.2925,1.3663,2.48
19780710,3.2575,1.335,2.47
19780711,3.2525,1.3381,2.4425
19780712,3.1925,1.3188,2.4
19780713,3.1675,1.3125,2.3825
19780714,3.155,1.2725,2.3875
19780717,3.1175,1.2325,2.3475
19780718,3.0625,1.2039,2.2925
19780719,3.075,1.2308,2.3125
19780720,3.1075,1.2102,2.325
19780721,3.1875,1.1702,2.3275
19780724,3.09,1.1363,2.29
19780725,3.115,1.09,2.2775
19780726,3.15,1.1703,2.3025
19780727,3.1525,1.2148,2.285
19780728,3.1575,1.2444,2.2775
19780731,3.1575,1.2846,2.28
19780801,3.1175,1.2112,2.255
19780802,3.0975,1.225,2.21
19780803,3.1275,1.19,2.2025
19780804,3.1475,1.2256,2.185
19780807,3.0525,1.2254,2.14
19780808,3.0775,1.2669,2.165
19780809,3.1125,1.27,2.1875
19780810,3.1225,1.3096,2.19
19780811,3.1875,1.3045,2.135
19780814,3.245,1.43,2.165
19780815,3.305,1.3525,2.2275
19780816,3.245,1.3966,2.185
19780817,3.2675,1.4475,2.2
19780818,3.2975,1.525,2.2325
19780821,3.2425,1.4456,2.24
19780822,3.24,1.5157,2.2425
19780823,3.2975,1.49,2.2175
19780824,3.335,1.5024,2.225
19780825,3.355,1.55,2.2175
19780828,3.305,1.5566,2.2025
19780829,3.2545,1.5323,2.173
19780830,3.3015,1.5253,2.2015
19780831,3.315,1.5259,2.2065
19780901,3.3375,1.5355,2.225
19780905,3.2975,1.5038,2.205
19780906,3.3275,1.5033,2.205
19780907,3.3425,1.4838,2.215
19780908,3.34,1.4438,2.22
19780911,3.325,1.4613,2.24
19780912,3.3175,1.5013,2.245
19780913,3.3325,1.5016,2.225
19780914,3.3125,1.4965,2.2125
19780915,3.2525,1.5002,2.1725
19780918,3.275,1.51,2.1825
19780919,3.2975,1.4725,2.2125
19780920,3.375,1.4858,2.235
19780921,3.34,1.4545,2.2025
19780922,3.39,1.4873,2.1925
19780925,3.4275,1.5283,2.2025
19780926,3.4125,1.5088,2.2075
19780927,3.435,1.4915,2.2325
19780928,3.4375,1.482,2.26
19780929,3.425,1.4965,2.2625
19781002,3.4825,1.5125,2.295
19781003,3.465,1.5378,2.285
19781004,3.4375,1.5497,2.29
19781005,3.455,1.548,2.29
19781006,3.445,1.5688,2.26
19781010,3.4525,1.545,2.2925
19781011,3.435,1.5625,2.2975
19781012,3.5025,1.5725,2.335
19781013,3.5275,1.5688,2.3125
19781016,3.53,1.537,2.3275
19781017,3.51,1.5156,2.3
19781018,3.4975,1.5425,2.275
19781019,3.4625,1.4869,2.2625
19781020,3.38,1.4887,2.2575
19781023,3.35,1.4775,2.28
19781024,3.4075,1.48,2.3
19781025,3.525,1.5086,2.325
19781026,3.59,1.4925,2.3675
19781027,3.6475,1.5273,2.39
19781030,3.64,1.539,2.355
19781031,3.615,1.5306,2.3425
19781101,3.58,1.535,2.325
19781102,3.6075,1.5217,2.3425
19781103,3.6675,1.515,2.3425
19781106,3.63,1.5063,2.31
19781108,3.605,1.482,2.315
19781109,3.5675,1.49,2.2875
19781110,3.6275,1.5066,2.2925
19781113,3.6725,1.4813,2.3
19781114,3.625,1.4864,2.29
19781115,3.5475,1.44,2.2625
19781116,3.5825,1.39,2.265
19781117,3.585,1.4325,2.2675
19781120,3.5725,1.442,2.26
19781121,3.6275,1.45,2.275
19781122,3.6775,1.4463,2.2925
19781124,3.75,1.4675,2.2975
19781127,3.686,1.4004,2.2945
19781128,3.6345,1.3947,2.2925
19781129,3.667,1.3913,2.313
19781130,3.708,1.3553,2.3595
19781201,3.6625,1.2998,2.385
19781204,3.61,1.275,2.365
19781205,3.5675,1.2763,2.3525
19781206,3.5725,1.2736,2.3525
19781207,3.5925,1.2799,2.3625
19781208,3.58,1.2751,2.37
19781211,3.4825,1.2687,2.345
19781212,3.4875,1.2287,2.3175
19781213,3.415,1.1887,2.3175
19781214,3.39,1.2487,2.31
19781215,3.435,1.2734,2.315
19781218,3.4775,1.269,2.3375
19781219,3.4625,1.2629,2.33
19781220,3.42,1.2744,2.315
19781221,3.385,1.286,2.3075
19781222,3.4,1.3164,2.3125
19781226,3.385,1.34,2.3175
19781227,3.4225,1.3318,2.315
19781228,3.4475,1.324,2.325
19781229,3.4325,1.3288,2.3175
19790102,3.4075,1.3497,2.3175
19790103,3.3725,1.3598,2.295
19790104,3.3225,1.3636,2.285
19790105,3.34,1.3466,2.2825
19790108,3.3675,1.356,2.295
19790109,3.405,1.357,2.295
19790110,3.465,1.3305,2.2975
19790111,3.545,1.2926,2.3
19790112,3.545,1.3025,2.325
19790115,3.5475,1.3013,2.3375
19790116,3.5025,1.2939,2.3175
19790117,3.545,1.2698,2.3
19790118,3.5225,1.3,2.3075
19790119,3.555,1.292,2.32
19790122,3.5075,1.289,2.33
19790123,3.5275,1.2819,2.3425
19790124,3.52,1.2571,2.35
19790125,3.51,1.2577,2.34
19790126,3.5025,1.2447,2.3375
19790129,3.4925,1.245,2.335
19790130,3.535,1.248,2.345
19790131,3.515,1.2776,2.3425
19790201,3.5175,1.275,2.335
19790202,3.545,1.2875,2.3425
19790205,3.585,1.2775,2.355
19790206,3.5625,1.2709,2.3475
19790207,3.625,1.2617,2.3625
19790208,3.6175,1.2555,2.3575
19790209,3.675,1.257,2.3725
19790212,3.645,1.2525,2.36
19790213,3.6225,1.2502,2.35
19790214,3.635,1.245,2.375
19790215,3.625,1.2225,2.3725
19790216,3.59,1.225,2.375
19790220,3.585,1.2494,2.3775
19790221,3.6875,1.2596,2.385
19790222,3.6625,1.2816,2.3925
19790223,3.6075,1.2839,2.406
19790226,3.5805,1.2751,2.4095
19790227,3.5755,1.26,2.4255
19790228,3.5775,1.2723,2.4455
19790301,3.5825,1.2748,2.4725
19790302,3.5425,1.2778,2.4625
19790305,3.5525,1.3138,2.47
19790306,3.52,1.3122,2.47
19790307,3.5325,1.325,2.475
19790308,3.52,1.3588,2.4625
19790309,3.54,1.3586,2.46
19790312,3.47,1.3436,2.4425
19790313,3.3825,1.3541,2.4325
19790314,3.3575,1.3386,2.43
19790315,3.405,1.3344,2.4475
19790316,3.3925,1.33,2.45
19790319,3.4125,1.3288,2.4475
19790320,3.4025,1.3291,2.47
19790321,3.425,1.3211,2.4675
19790322,3.4225,1.3436,2.475
19790323,3.4525,1.369,2.485
19790326,3.4675,1.3648,2.4975
19790327,3.4775,1.3562,2.49
19790328,3.48,1.3728,2.515
19790329,3.4,1.368,2.5025
19790330,3.3975,1.3749,2.515
19790402,3.3425,1.3438,2.52
19790403,3.335,1.3719,2.495
19790404,3.3625,1.3621,2.5075
19790405,3.3775,1.359,2.5175
19790406,3.365,1.3665,2.54
19790409,3.345,1.4055,2.54
19790410,3.3775,1.428,2.5275
19790411,3.3975,1.4318,2.54
19790412,3.3825,1.4299,2.5425
19790416,3.365,1.4225,2.53
19790417,3.4175,1.42,2.5575
19790418,3.3975,1.421,2.5425
19790419,3.3875,1.429,2.525
19790420,3.3825,1.4385,2.5225
19790423,3.3975,1.4275,2.535
19790424,3.47,1.4341,2.56
19790425,3.4345,1.4473,2.5865
19790426,3.4295,1.4801,2.5865
19790427,3.483,1.5356,2.6155
19790430,3.4875,1.5508,2.6445
19790501,3.465,1.5587,2.6775
19790502,3.61,1.5503,2.715
19790503,3.595,1.5672,2.6975
19790504,3.605,1.589,2.7125
19790507,3.565,1.5891,2.6525
19790508,3.5775,1.5844,2.67
19790509,3.67,1.5757,2.7
19790510,3.6325,1.578,2.7
19790511,3.6875,1.5759,2.68
19790514,3.765,1.57,2.6625
19790515,3.7225,1.5506,2.64
19790516,3.6625,1.5505,2.6275
19790517,3.6025,1.5105,2.65
19790518,3.5725,1.5203,2.6425
19790521,3.605,1.5401,2.675
19790522,3.63,1.5325,2.6725
19790523,3.6575,1.5219,2.665
19790524,3.595,1.5166,2.6575
19790525,3.5425,1.5266,2.6525
19790529,3.6075,1.5075,2.685
19790530,3.625,1.5154,2.68
19790531,3.6675,1.5582,2.68
19790601,3.695,1.7499,2.67
19790604,3.7125,1.8372,2.6925
19790605,3.7375,1.866,2.68
19790606,3.8575,1.8661,2.7
19790607,3.845,1.8449,2.6975
19790608,4.0375,1.8687,2.7375
19790611,4.195,1.8543,2.7725
19790612,4.08,1.8608,2.7375
19790613,4.22,1.9151,2.7775
19790614,4.41,2.0313,2.84
19790615,4.4275,1.9674,2.9
19790618,4.345,1.92,2.865
19790619,4.3925,1.9462,2.8825
19790620,4.5125,1.98,2.9825
19790621,4.6825,2.01,3.075
19790622,4.8375,1.9911,3.175
19790625,4.675,2.0338,3.1175
19790626,4.722,2.0565,3.1245
19790627,4.668,2.0996,3.0355
19790628,4.49,2.1532,2.97
19790629,4.3245,2.2027,2.989
19790702,4.4875,2.1753,3.095
19790703,4.4725,2.1554,3.1275
19790705,4.655,2.19,3.1925
19790706,4.645,2.15,3.135
19790709,4.6675,2.11,3.19
19790710,4.555,2.1391,3.13
19790711,4.6175,2.1244,3.17
19790712,4.4175,2.0844,3.0775
19790713,4.41,2.0444,3.1325
19790716,4.46,2.0326,3.0975
19790717,4.525,2.0489,3.1225
19790718,4.545,2.0629,3.17
19790719,4.395,2.1029,3.1
19790720,4.42,2.1229,3.1525
19790723,4.405,2.0829,3.0675
19790724,4.305,2.0429,3.0275
19790725,4.275,2.0571,2.955
19790726,4.3525,2.0369,2.955
19790727,4.2725,1.9677,2.8575
19790730,4.16,1.9,2.775
19790731,4.105,1.98,2.815
19790801,4.2175,2.0153,2.885
19790802,4.145,1.9748,2.785
19790803,4.115,1.9696,2.8
19790806,4.07,1.945,2.7725
19790807,4.085,1.95,2.7775
19790808,4.165,1.9729,2.8175
19790809,4.175,2.005,2.8125
19790810,4.16,2.0062,2.7975
19790813,4.1175,2.01,2.73
19790814,4.3175,2.0375,2.8175
19790815,4.345,2.0263,2.8025
19790816,4.38,2.035,2.8325
19790817,4.385,2.0535,2.8275
19790820,4.3625,2.0699,2.81
19790821,4.485,2.0982,2.8675
19790822,4.42,2.1205,2.8375
19790823,4.3725,2.1496,2.8025
19790824,4.4475,2.1139,2.825
19790827,4.405,2.1593,2.835
19790828,4.391,2.1503,2.818
19790829,4.495,2.134,2.8545
19790830,4.539,2.1152,2.8685
19790831,4.544,2.0951,2.8685
19790904,4.3625,2.0822,2.7675
19790905,4.415,2.0809,2.7675
19790906,4.3225,2.076,2.7175
19790907,4.3325,2.0589,2.725
19790910,4.415,2.0426,2.775
19790911,4.3675,2.0404,2.7375
19790912,4.3675,2.0795,2.7425
19790913,4.555,2.1123,2.8275
19790914,4.4825,2.1482,2.7775
19790917,4.52,2.1535,2.7825
19790918,4.49,2.1444,2.8
19790919,4.455,2.1208,2.785
19790920,4.475,2.1483,2.815
19790921,4.4925,2.1737,2.8
19790924,4.5275,2.1612,2.8125
19790925,4.445,2.1521,2.765
19790926,4.4375,2.1588,2.765
19790927,4.56,2.1541,2.855
19790928,4.5075,2.1381,2.825
19791001,4.655,2.1629,2.905
19791002,4.615,2.175,2.875
19791003,4.7225,2.1649,2.8975
19791004,4.675,2.1823,2.9075
19791005,4.585,2.1821,2.885
19791008,4.5525,2.1895,2.8575
19791009,4.36,2.1648,2.82
19791010,4.355,2.1364,2.815
19791011,4.365,2.1314,2.8075
19791012,4.395,2.0818,2.8125
19791015,4.3325,2.0885,2.76
19791016,4.395,2.11,2.77
19791017,4.465,2.0528,2.795
19791018,4.4575,2.0516,2.7825
19791019,4.56,2.1698,2.8175
19791022,4.54,2.1528,2.8
19791023,4.4675,2.1462,2.7725
19791024,4.37,2.1485,2.715
19791025,4.345,2.1495,2.6525
19791026,4.17,2.1406,2.59
19791029,4.1775,2.1494,2.6175
19791030,4.185,2.105,2.625
19791031,4.2125,2.123,2.645
19791101,4.065,2.1199,2.58
19791102,4.0975,2.1129,2.61
19791105,4.165,2.1098,2.6325
19791106,4.1775,2.1338,2.6125
19791107,4.215,2.1356,2.625
19791108,4.2075,2.1397,2.6125
19791109,4.2275,2.1545,2.62
19791112,4.3125,2.1721,2.6575
19791113,4.4,2.1851,2.69
19791114,4.425,2.1548,2.7425
19791115,4.335,2.1625,2.7175
19791116,4.37,2.1829,2.7075
19791119,4.3325,2.1727,2.7025
